name	comparisons	concepts	mean_distance_pm	mean_distance_wn	pval
KEGG_CITRATE_CYCLE_TCA_CYCLE	231	22	0.30276757118028763	0.3450792336245867	0.0003592297146597252
KEGG_LONG_TERM_POTENTIATION	1378	53	0.355915479553644	0.37211639611651004	0.0007163055009955203
KEGG_CELL_ADHESION_MOLECULES_CAMS	5151	102	0.35932904677358857	0.3625997323648415	0.15127271567378106
KEGG_TRYPTOPHAN_METABOLISM	406	29	0.2858015594291121	0.2815016499173309	0.6604682827057018
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	190	20	0.21333306517232617	0.24735976017680683	0.009000482436898608
KEGG_SMALL_CELL_LUNG_CANCER	2701	74	0.4260940267016271	0.44543340758407723	2.991208262490679e-09
KEGG_ALZHEIMERS_DISEASE	3321	82	0.30523102452464046	0.31654313997292927	0.0003681818337586254
KEGG_ACUTE_MYELOID_LEUKEMIA	1326	52	0.4704709323541873	0.47579398331528916	0.1488474392052635
KEGG_DILATED_CARDIOMYOPATHY	1891	62	0.3124751008784764	0.32448597918424016	0.000795355922529359
KEGG_NON_SMALL_CELL_LUNG_CANCER	1176	49	0.4724307188197923	0.48935657088796986	4.659543181589866e-06
KEGG_FOLATE_BIOSYNTHESIS	36	9	0.23719206424459582	0.27401143848807413	0.16947446566395677
KEGG_TYROSINE_METABOLISM	435	30	0.27302573678926456	0.2705882601817297	0.7503467372193322
KEGG_PHENYLALANINE_METABOLISM	105	15	0.2705608008319719	0.26217555314140806	0.5932659648405695
KEGG_LONG_TERM_DEPRESSION	990	45	0.35604171924239025	0.3698568302193614	0.00396106734464983
KEGG_HEMATOPOIETIC_CELL_LINEAGE	3003	78	0.3732779650487228	0.3819079740316492	0.0019006294999720358
KEGG_GLYCEROLIPID_METABOLISM	253	23	0.2884471058587846	0.29897021593061024	0.22612344515720015
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	5778	108	0.4118732177765071	0.42849062790909176	7.413223799114499e-13
KEGG_SPLICEOSOME	1081	47	0.2998749643965605	0.3213795182711759	0.00025716206813953743
KEGG_CHRONIC_MYELOID_LEUKEMIA	2346	69	0.45838876246402704	0.4766669271706945	2.0036752537015889e-07
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	1953	63	0.3013857356938808	0.3114484601689264	0.009598481007685856
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	4465	95	0.3989327807601883	0.41257481803527835	2.2574621227384767e-08
KEGG_THYROID_CANCER	325	26	0.4371013623890529	0.4722928511186284	0.0008966082301684147
KEGG_PRION_DISEASES	325	26	0.3360117652867824	0.3654537445777615	0.0177713336108193
KEGG_NOTCH_SIGNALING_PATHWAY	595	35	0.4023248246253877	0.41045829852776117	0.2548285424616834
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	120	16	0.37514569291063554	0.3848408770408917	0.5597467248768928
KEGG_HEDGEHOG_SIGNALING_PATHWAY	666	37	0.44542958992714127	0.45760624424717794	0.02014614085773984
KEGG_PROSTATE_CANCER	3321	82	0.43469655367595167	0.45250352907717223	3.651748054534981e-08
KEGG_TGF_BETA_SIGNALING_PATHWAY	2701	74	0.39632492566104416	0.41401830301758963	2.056059143844956e-09
KEGG_BASE_EXCISION_REPAIR	351	27	0.40740463100896035	0.41526744504514623	0.32118266794790623
KEGG_OOCYTE_MEIOSIS	2278	68	0.35329481999856166	0.359395463579521	0.17151078595254507
KEGG_ERBB_SIGNALING_PATHWAY	3081	79	0.4330279127233104	0.44601984812240963	3.4180203871841915e-05
KEGG_CALCIUM_SIGNALING_PATHWAY	8256	129	0.3152504622708652	0.32739683955722876	1.472127927801423e-13
KEGG_APOPTOSIS	2556	72	0.40589881887118107	0.4194594788892425	3.508099283580975e-06
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	1485	55	0.3950791117842	0.4055234676509863	0.025834616499037375
KEGG_ARACHIDONIC_ACID_METABOLISM	630	36	0.3855811636741141	0.38692987841770826	0.806303260480653
KEGG_PYRUVATE_METABOLISM	253	23	0.3010406454552804	0.31923881832132245	0.09532404445900608
KEGG_ECM_RECEPTOR_INTERACTION	2080	65	0.3527058297697234	0.37749808416520875	8.956276984879736e-14
KEGG_ADHERENS_JUNCTION	1953	63	0.3987063976983867	0.4175817347680477	2.1949322682648876e-06
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	2145	66	0.4038380696695261	0.4110384655759589	0.04649160315687044
KEGG_GLIOMA	1596	57	0.431550071261448	0.44636663901528545	0.004735331964406324
KEGG_MISMATCH_REPAIR	105	15	0.4286221077662565	0.40337824522250537	0.0893837446402157
KEGG_PRIMARY_IMMUNODEFICIENCY	378	28	0.33858265600077453	0.35132113549351857	0.18036907133397354
KEGG_VIBRIO_CHOLERAE_INFECTION	253	23	0.3324193437476623	0.33250896443898664	0.9911688902999762
KEGG_INOSITOL_PHOSPHATE_METABOLISM	276	24	0.3813670453764107	0.36260799275145794	0.02354319151343803
KEGG_FATTY_ACID_METABOLISM	351	27	0.2674424601170558	0.26806777964426554	0.9452926261662777
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	4278	93	0.387029688366273	0.39532231492529096	0.0007645036891207989
KEGG_RENIN_ANGIOTENSIN_SYSTEM	91	14	0.28437113412997694	0.3140355396029351	0.2097200673277561
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	91	14	0.35840354597279933	0.34145022369899414	0.40262729042351453
KEGG_JAK_STAT_SIGNALING_PATHWAY	8001	127	0.380563052527892	0.38150007667689345	0.5950914274747251
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM	120	16	0.2296922094338331	0.2545657084351093	0.12522821128576783
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	276	24	0.24797561876180066	0.2464044450454445	0.8861471467922566
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	325	26	0.30964341914066873	0.31368108645776765	0.7122497876665965
KEGG_NUCLEOTIDE_EXCISION_REPAIR	300	25	0.3953916524481164	0.3863536005166072	0.32388966309910916
KEGG_RIBOFLAVIN_METABOLISM	15	6	0.26869434552077587	0.2848478740781374	0.5287170486365598
KEGG_GAP_JUNCTION	1711	59	0.35810066745161445	0.3696925787990931	0.0012455786532059674
KEGG_LIMONENE_AND_PINENE_DEGRADATION	15	6	0.19696660448640838	0.19672537245095434	0.9967479113600461
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	325	26	0.26673336415267834	0.26373066759710234	0.7553239060208548
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	528	33	0.34986538346254725	0.3516642069199881	0.8505988766950542
KEGG_P53_SIGNALING_PATHWAY	1711	59	0.4454610061001091	0.45833400684235753	0.00023326989880007818
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	990	45	0.38291418254274395	0.40397251071940454	0.00010329903172471433
KEGG_LYSOSOME	2415	70	0.2260695299136259	0.24481466205281396	6.097595055189948e-08
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	120	16	0.35606980224591395	0.3741901922183948	0.3159575839962776
KEGG_PROTEASOME	45	10	0.3225267902666722	0.2903606594000843	0.2116815785095396
KEGG_HUNTINGTONS_DISEASE	2415	70	0.2777377294262475	0.28881591843402543	0.005077477129734769
KEGG_ARGININE_AND_PROLINE_METABOLISM	703	38	0.2750917992913755	0.2713050779066942	0.46051064497183014
KEGG_FOCAL_ADHESION	13530	165	0.3869539765444028	0.4050349055211746	5.188697124192886e-37
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	561	34	0.34615124065619	0.379421934852829	5.027775602312425e-07
KEGG_TYPE_I_DIABETES_MELLITUS	528	33	0.36559263044111506	0.3679176046761719	0.78795557983677
KEGG_OLFACTORY_TRANSDUCTION	120	16	0.25902764079259255	0.25490785601981036	0.848074705192899
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	36	9	0.2657604272346832	0.28607668207778747	0.32710046248022506
KEGG_CHEMOKINE_SIGNALING_PATHWAY	11325	151	0.3697977159346929	0.38055467972842405	2.3367132185353104e-11
KEGG_ENDOMETRIAL_CANCER	1035	46	0.4846584653433444	0.5056216657821351	3.1568914729635446e-06
KEGG_PURINE_METABOLISM	2016	64	0.24596758620049383	0.2546886268656924	0.02161235457306137
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	741	39	0.40205519223070624	0.4096313079574183	0.31779717967015086
KEGG_NON_HOMOLOGOUS_END_JOINING	66	12	0.45569793166043815	0.44743633778642855	0.6627965508264106
KEGG_LYSINE_DEGRADATION	351	27	0.32962936727676234	0.34863938240981857	0.0661934816724385
KEGG_RETINOL_METABOLISM	703	38	0.39028693458330865	0.4005085784872406	0.10512050568245826
KEGG_RNA_DEGRADATION	190	20	0.29227789737629994	0.2767347705306831	0.3021649444546128
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	325	26	0.2626229158480272	0.254231871281714	0.421604190610843
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	1596	57	0.3144030010298428	0.3285957421564389	0.0007211694093441204
KEGG_HOMOLOGOUS_RECOMBINATION	210	21	0.43881838539010876	0.4433036816822488	0.6318408396424305
KEGG_VIRAL_MYOCARDITIS	1431	54	0.3128100516045318	0.31611221316542487	0.49307988750380327
KEGG_BETA_ALANINE_METABOLISM	136	17	0.21767214964127365	0.21715481276174295	0.9713857396435048
KEGG_DNA_REPLICATION	171	19	0.3884044305203812	0.3918231612757192	0.7780876244075814
KEGG_STARCH_AND_SUCROSE_METABOLISM	465	31	0.2831867647984857	0.28711867860004775	0.6234109416413933
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	3916	89	0.415475438615029	0.42862445735477417	4.872624336114961e-07
KEGG_HISTIDINE_METABOLISM	91	14	0.2541712177792871	0.2552773616861716	0.944257734413105
KEGG_SPHINGOLIPID_METABOLISM	190	20	0.30443118114814416	0.2935148975718372	0.3205408647993376
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	21	7	0.33099616736018894	0.3430700345142265	0.7468457212978432
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	741	39	0.3313164061612324	0.3348265916216136	0.6157718420812792
KEGG_STEROID_HORMONE_BIOSYNTHESIS	903	43	0.39901532587060146	0.4066696013932052	0.10725381645668296
KEGG_CELL_CYCLE	4851	99	0.44986764764988935	0.4542599517980401	0.037563037487312066
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	2628	73	0.4047051270527812	0.4048920253484027	0.9470754708902768
KEGG_ALLOGRAFT_REJECTION	406	29	0.4340353035904459	0.43117879001061277	0.7537831276797538
KEGG_BUTANOATE_METABOLISM	153	18	0.2513264213417838	0.26036702565495756	0.5902789525753833
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	91	14	0.27593347223069126	0.2889270437488441	0.3783716716333475
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	1176	49	0.4087403915881475	0.41759071834413825	0.06047286845122249
KEGG_BASAL_CELL_CARCINOMA	1035	46	0.4596357721766024	0.4709119208016658	0.004545996689747426
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	231	22	0.3656222350778671	0.38676804169853407	0.03877163832377638
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION	120	16	0.2971307013563713	0.313160528222793	0.29411773242600114
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	1830	61	0.4060164329622536	0.41318953851928475	0.05852196097582916
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES	36	9	0.28165915360429045	0.2757929652639253	0.823716242599928
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM	406	29	0.2908197553736861	0.3120225100787916	0.010391977801843479
KEGG_DORSO_VENTRAL_AXIS_FORMATION	153	18	0.4397902105088759	0.4776707447898973	0.002996516185049318
KEGG_NITROGEN_METABOLISM	190	20	0.24483832861236443	0.24959432405555407	0.7383271428438056
KEGG_STEROID_BIOSYNTHESIS	55	11	0.26609970914541664	0.2792591187768084	0.5889820827022285
KEGG_VEGF_SIGNALING_PATHWAY	1540	56	0.4238165771724344	0.43124080818677746	0.08444069742431086
KEGG_N_GLYCAN_BIOSYNTHESIS	91	14	0.3147425224934548	0.3425393823404084	0.061043320751244926
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	1378	53	0.31861815124385157	0.33370180685783857	0.0021723026615839587
KEGG_BLADDER_CANCER	861	42	0.46457550213682114	0.47287450010054993	0.15766866508094338
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	36	9	0.28975617372858065	0.2608599371124718	0.26073284939483515
KEGG_COLORECTAL_CANCER	1711	59	0.4517898448171174	0.4658266035813602	0.00030363954558894997
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	231	22	0.297468664000973	0.298256172490047	0.9446319830841401
KEGG_ASTHMA	210	21	0.3794386697066618	0.39034911045471915	0.4547414476499775
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	990	45	0.3344453338384216	0.3461609315396796	0.037023374580144125
KEGG_GLUTATHIONE_METABOLISM	528	33	0.3353572790717939	0.3456769248448847	0.11225518052130211
KEGG_GALACTOSE_METABOLISM	120	16	0.27339543804172123	0.30322783004982146	0.01646728232247968
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	1431	54	0.4159799509060165	0.4273546117939602	0.01066125034604426
KEGG_TASTE_TRANSDUCTION	153	18	0.30071353612900514	0.31020822358592204	0.44572116194755595
KEGG_DRUG_METABOLISM_CYTOCHROME_P450	990	45	0.3905871070553341	0.4125483778424764	2.0732170218525172e-05
KEGG_MELANOGENESIS	2850	76	0.36243365900829894	0.37793566332848855	6.600338782712569e-06
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	78	13	0.3493641310675685	0.3318830490452663	0.35804409993268393
KEGG_AXON_GUIDANCE	3403	83	0.41140337157633483	0.41731355095663947	0.03772188056445251
KEGG_REGULATION_OF_AUTOPHAGY	171	19	0.3695582707862017	0.3675361353464155	0.9060306620294971
KEGG_AUTOIMMUNE_THYROID_DISEASE	561	34	0.3708521132924714	0.3775285877119211	0.44219123465667953
KEGG_OTHER_GLYCAN_DEGRADATION	21	7	0.24336804029107498	0.2210399919511165	0.5021560523997867
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	1176	49	0.34860975492561697	0.3554469492203296	0.15321525248731513
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	55	11	0.25044853854297316	0.24660235747389206	0.9018835709807044
KEGG_GNRH_SIGNALING_PATHWAY	2850	76	0.3506624004551731	0.36316373694260534	0.0004096560647231904
KEGG_ENDOCYTOSIS	5151	102	0.34267591636626965	0.3475249241523594	0.06458474458055702
KEGG_CIRCADIAN_RHYTHM_MAMMAL	36	9	0.37158310438909864	0.4267635534427041	0.013193052785378717
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	27261	234	0.39274605718631145	0.39697985380917267	5.825500940697127e-06
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	2701	74	0.3267755823914018	0.3276261391280533	0.7823134367858414
KEGG_PANCREATIC_CANCER	2211	67	0.4609119953517882	0.47361491157175056	0.00015519017264911664
KEGG_MTOR_SIGNALING_PATHWAY	946	44	0.4438203562062725	0.4484367438802918	0.38589313829265803
KEGG_RIBOSOME	78	13	0.25318523903605905	0.26315480701426264	0.649935614395551
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	496	32	0.3730645364617763	0.384508956953731	0.14641041943844668
KEGG_OXIDATIVE_PHOSPHORYLATION	406	29	0.24672508901497137	0.24998942587091214	0.7311898612893302
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	2556	72	0.4182370543093346	0.4285677940139461	0.000443622598449124
KEGG_O_GLYCAN_BIOSYNTHESIS	21	7	0.45884972244153727	0.45133168121363765	0.6413236882744109
KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS	28	8	0.29085423655197334	0.28378547316189223	0.7579375456791191
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	5671	107	0.34084669108478755	0.3527871699142717	1.7930435572257347e-08
